1.748000000E-1	5.960000000E-6
1.799800000E-1	6.242000000E-6
1.834600000E-1	6.537000000E-6
1.865800000E-1	6.847000000E-6
1.901200000E-1	7.171000000E-6
1.946000000E-1	7.510000000E-6
1.979600000E-1	7.866000000E-6
2.028000000E-1	8.238000000E-6
2.075000000E-1	8.628000000E-6
2.109400000E-1	9.036000000E-6
2.142800000E-1	9.463000000E-6
2.194200000E-1	9.911000000E-6
2.234000000E-1	1.038000000E-5
2.267000000E-1	1.087000000E-5
2.328800000E-1	1.139000000E-5
2.371200000E-1	1.192000000E-5
2.406600000E-1	1.249000000E-5
2.450400000E-1	1.308000000E-5
2.504800000E-1	1.370000000E-5
2.539800000E-1	1.435000000E-5
2.583000000E-1	1.503000000E-5
2.630800000E-1	1.574000000E-5
2.671800000E-1	1.648000000E-5
2.720000000E-1	1.726000000E-5
2.757800000E-1	1.808000000E-5
2.807800000E-1	1.894000000E-5
2.854800000E-1	1.983000000E-5
2.906800000E-1	2.077000000E-5
2.961000000E-1	2.175000000E-5
3.013800000E-1	2.278000000E-5
3.068200000E-1	2.386000000E-5
3.116800000E-1	2.499000000E-5
3.171600000E-1	2.617000000E-5
3.221600000E-1	2.741000000E-5
3.283200000E-1	2.871000000E-5
3.333800000E-1	3.007000000E-5
3.391000000E-1	3.149000000E-5
3.442000000E-1	3.298000000E-5
3.501400000E-1	3.454000000E-5
3.548000000E-1	3.617000000E-5
3.606400000E-1	3.789000000E-5
3.672200000E-1	3.968000000E-5
3.728200000E-1	4.156000000E-5
3.790200000E-1	4.352000000E-5
3.851600000E-1	4.558000000E-5
3.910600000E-1	4.774000000E-5
3.986400000E-1	5.000000000E-5
