-4.580000000E-3	1.000000000E-9
-4.200000000E-3	1.047000000E-9
-4.400000000E-3	1.097000000E-9
-4.020000000E-3	1.149000000E-9
-3.640000000E-3	1.203000000E-9
-3.740000000E-3	1.260000000E-9
-4.080000000E-3	1.320000000E-9
-3.200000000E-3	1.382000000E-9
-3.100000000E-3	1.448000000E-9
-2.980000000E-3	1.516000000E-9
-2.740000000E-3	1.588000000E-9
-2.760000000E-3	1.663000000E-9
-2.800000000E-3	1.742000000E-9
-1.960000000E-3	1.824000000E-9
-1.780000000E-3	1.910000000E-9
-2.160000000E-3	2.001000000E-9
-1.540000000E-3	2.096000000E-9
-1.040000000E-3	2.195000000E-9
-1.560000000E-3	2.299000000E-9
-9.200000000E-4	2.407000000E-9
6.000000000E-5	2.521000000E-9
6.000000000E-5	2.641000000E-9
0.000000000E+0	2.766000000E-9
6.400000000E-4	2.896000000E-9
6.400000000E-4	3.034000000E-9
9.600000000E-4	3.177000000E-9
1.740000000E-3	3.327000000E-9
2.120000000E-3	3.485000000E-9
2.500000000E-3	3.650000000E-9
3.420000000E-3	3.823000000E-9
2.820000000E-3	4.003000000E-9
3.480000000E-3	4.193000000E-9
4.780000000E-3	4.391000000E-9
5.140000000E-3	4.599000000E-9
5.440000000E-3	4.817000000E-9
5.680000000E-3	5.045000000E-9
6.360000000E-3	5.283000000E-9
7.640000000E-3	5.533000000E-9
8.040000000E-3	5.795000000E-9
9.040000000E-3	6.070000000E-9
9.980000000E-3	6.357000000E-9
1.036000000E-2	6.658000000E-9
1.084000000E-2	6.973000000E-9
1.226000000E-2	7.303000000E-9
1.382000000E-2	7.648000000E-9
1.444000000E-2	8.010000000E-9
1.514000000E-2	8.389000000E-9
1.592000000E-2	8.786000000E-9
1.716000000E-2	9.202000000E-9
1.876000000E-2	9.638000000E-9
2.024000000E-2	1.009000000E-8
2.106000000E-2	1.057000000E-8
2.292000000E-2	1.107000000E-8
2.422000000E-2	1.160000000E-8
2.574000000E-2	1.214000000E-8
2.724000000E-2	1.272000000E-8
2.948000000E-2	1.332000000E-8
3.078000000E-2	1.395000000E-8
3.330000000E-2	1.461000000E-8
3.484000000E-2	1.530000000E-8
3.738000000E-2	1.603000000E-8
4.004000000E-2	1.679000000E-8
4.220000000E-2	1.758000000E-8
4.446000000E-2	1.841000000E-8
4.698000000E-2	1.928000000E-8
4.968000000E-2	2.020000000E-8
5.170000000E-2	2.115000000E-8
5.486000000E-2	2.215000000E-8
5.772000000E-2	2.320000000E-8
6.142000000E-2	2.430000000E-8
6.430000000E-2	2.545000000E-8
6.810000000E-2	2.665000000E-8
7.090000000E-2	2.791000000E-8
7.556000000E-2	2.924000000E-8
7.994000000E-2	3.062000000E-8
8.522000000E-2	3.207000000E-8
8.802000000E-2	3.359000000E-8
9.272000000E-2	3.518000000E-8
9.744000000E-2	3.684000000E-8
1.022000000E-1	3.858000000E-8
1.063800000E-1	4.041000000E-8
1.124200000E-1	4.232000000E-8
1.171600000E-1	4.432000000E-8
1.255200000E-1	4.642000000E-8
1.273400000E-1	4.862000000E-8
1.343200000E-1	5.092000000E-8
1.415800000E-1	5.333000000E-8
1.494200000E-1	5.585000000E-8
1.540400000E-1	5.850000000E-8
1.619200000E-1	6.127000000E-8
1.690200000E-1	6.416000000E-8
1.775200000E-1	6.720000000E-8
1.830400000E-1	7.038000000E-8
1.897600000E-1	7.371000000E-8
2.002400000E-1	7.720000000E-8
2.092600000E-1	8.085000000E-8
2.146800000E-1	8.468000000E-8
2.220800000E-1	8.869000000E-8
2.303200000E-1	9.288000000E-8
2.369200000E-1	9.728000000E-8
2.526000000E-1	1.019000000E-7
2.587400000E-1	1.067000000E-7
2.676800000E-1	1.118000000E-7
2.784800000E-1	1.170000000E-7
2.887800000E-1	1.226000000E-7
2.941200000E-1	1.284000000E-7
3.035200000E-1	1.345000000E-7
3.107000000E-1	1.408000000E-7
3.240800000E-1	1.475000000E-7
3.355400000E-1	1.545000000E-7
3.448000000E-1	1.618000000E-7
3.513800000E-1	1.694000000E-7
3.570800000E-1	1.775000000E-7
3.728000000E-1	1.858000000E-7
3.832400000E-1	1.946000000E-7
3.997800000E-1	2.039000000E-7
4.061600000E-1	2.135000000E-7
4.174800000E-1	2.236000000E-7
4.344000000E-1	2.342000000E-7
4.427800000E-1	2.453000000E-7
4.518800000E-1	2.569000000E-7
4.718400000E-1	2.690000000E-7
4.817200000E-1	2.818000000E-7
4.920400000E-1	2.951000000E-7
4.934000000E-1	3.091000000E-7
5.090000000E-1	3.237000000E-7
5.203400000E-1	3.390000000E-7
5.323000000E-1	3.551000000E-7
5.434000000E-1	3.719000000E-7
5.606800000E-1	3.895000000E-7
5.672000000E-1	4.079000000E-7
5.720400000E-1	4.272000000E-7
5.854600000E-1	4.474000000E-7
5.909600000E-1	4.686000000E-7
6.047600000E-1	4.908000000E-7
6.124800000E-1	5.140000000E-7
6.265200000E-1	5.383000000E-7
6.350200000E-1	5.638000000E-7
6.616000000E-1	5.905000000E-7
6.635800000E-1	6.184000000E-7
6.752400000E-1	6.477000000E-7
6.959800000E-1	6.783000000E-7
7.090400000E-1	7.104000000E-7
7.163400000E-1	7.440000000E-7
7.268600000E-1	7.792000000E-7
7.320200000E-1	8.161000000E-7
7.521200000E-1	8.547000000E-7
7.501200000E-1	8.952000000E-7
7.751000000E-1	9.376000000E-7
7.856200000E-1	9.819000000E-7
7.847200000E-1	1.028000000E-6
8.072000000E-1	1.077000000E-6
8.127600000E-1	1.128000000E-6
8.042600000E-1	1.181000000E-6
8.447600000E-1	1.237000000E-6
8.646600000E-1	1.296000000E-6
8.605000000E-1	1.357000000E-6
8.715400000E-1	1.421000000E-6
8.743800000E-1	1.489000000E-6
8.724200000E-1	1.559000000E-6
8.924000000E-1	1.633000000E-6
9.029800000E-1	1.710000000E-6
9.163800000E-1	1.791000000E-6
9.251000000E-1	1.876000000E-6
9.347000000E-1	1.965000000E-6
9.344800000E-1	2.058000000E-6
9.618000000E-2	2.155000000E-6
9.976000000E-2	2.257000000E-6
1.041400000E-1	2.364000000E-6
1.079600000E-1	2.476000000E-6
1.107800000E-1	2.593000000E-6
1.145600000E-1	2.716000000E-6
1.180600000E-1	2.844000000E-6
1.220200000E-1	2.979000000E-6
1.253400000E-1	3.120000000E-6
1.274000000E-1	3.267000000E-6
1.331600000E-1	3.422000000E-6
1.351000000E-1	3.584000000E-6
1.391200000E-1	3.753000000E-6
1.421000000E-1	3.931000000E-6
1.456600000E-1	4.117000000E-6
1.498000000E-1	4.312000000E-6
1.522800000E-1	4.516000000E-6
1.557800000E-1	4.730000000E-6
1.605800000E-1	4.954000000E-6
1.633600000E-1	5.188000000E-6
1.678000000E-1	5.433000000E-6
1.716400000E-1	5.691000000E-6
